,rt,old or new,accuracy,test item,condition,trials,block,node type,participant,resp_old,response,node_type,participant_id,stim chosen,trials_exposure,path id,rt_exposure,accuracy_exposure
92,0.9750185641460121,old,1.0,stimuli/247.png,structured,2,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/247.png,76.5,6.0,0.4584914426319301,0.7
93,0.7368755470961332,old,1.0,stimuli/294.png,structured,3,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/294.png,114.14285714285714,12.0,0.7132841173914217,0.5714285714285714
94,0.9877539318986237,new,1.0,stimuli/256.png,structured,4,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
95,1.018617223482579,new,0.0,stimuli/163.png,structured,5,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
96,0.9064816320315003,new,1.0,stimuli/137.png,structured,6,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
97,1.0016586678102612,new,1.0,stimuli/234.png,structured,7,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
98,0.9471915843896568,new,1.0,stimuli/45.png,structured,8,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
99,0.7540013282559812,old,1.0,stimuli/283.png,structured,9,0,boundary,24068.0,1,1,boundary,24068.0,stimuli/283.png,134.94444444444446,14.0,0.7193467958519856,0.5
100,0.5946128768846393,old,1.0,stimuli/32.png,structured,10,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/32.png,102.41666666666667,8.0,0.9138741736921171,0.6666666666666666
101,0.6174819646403193,old,0.0,stimuli/192.png,structured,11,0,boundary,24068.0,0,-1,boundary,24068.0,stimuli/192.png,137.57142857142858,4.0,0.3444462555150191,0.6190476190476191
102,1.5090123456902802,old,0.0,stimuli/68.png,structured,12,0,nonboundary,24068.0,0,-1,nonboundary,24068.0,stimuli/68.png,139.625,2.0,0.4593061592313461,0.5
103,0.5308041293174028,new,1.0,stimuli/56.png,structured,13,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
104,0.7090576235204935,old,1.0,stimuli/19.png,structured,14,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/19.png,101.0,7.0,0.5378011595457791,0.5384615384615384
105,0.8786462009884417,old,1.0,stimuli/95.png,structured,15,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/95.png,137.41176470588235,11.0,0.3170980107970536,0.5294117647058824
106,0.523128679022193,new,0.0,stimuli/11.png,structured,16,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
107,0.9766953424550593,new,1.0,stimuli/243.png,structured,17,0,new,24068.0,0,-1,new,24068.0,,,,,0.5349491911024419
108,1.0648757885210216,old,1.0,stimuli/69.png,structured,18,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/69.png,133.55555555555554,1.0,0.3269139994970626,0.3888888888888889
109,0.6807461739517748,old,1.0,stimuli/23.png,structured,19,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/23.png,132.0,3.0,0.26881455820985134,0.65
110,0.5249400823377073,new,0.0,stimuli/35.png,structured,20,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
111,5.832650245632976,new,0.0,stimuli/15.png,structured,21,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
112,4.2704838663339615,old,1.0,stimuli/295.png,structured,22,0,boundary,24068.0,1,1,boundary,24068.0,stimuli/295.png,139.5,0.0,0.2598215927454558,0.5
113,0.8660545144230127,old,1.0,stimuli/297.png,structured,23,0,boundary,24068.0,1,1,boundary,24068.0,stimuli/297.png,121.9375,10.0,0.3988662689225748,0.5625
114,0.7375879138708115,new,0.0,stimuli/202.png,structured,24,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
115,0.895469528157264,old,1.0,stimuli/272.png,structured,25,0,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/272.png,133.78947368421052,13.0,0.19196709512585866,0.3684210526315789
116,1.0929922424256802,old,1.0,stimuli/135.png,structured,26,0,boundary,24068.0,1,1,boundary,24068.0,stimuli/135.png,122.94117647058823,5.0,0.37830947832587886,0.5294117647058824
117,0.8231685226783156,new,0.0,stimuli/21.png,structured,27,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
118,0.696688701864332,old,0.0,stimuli/67.png,structured,28,0,boundary,24068.0,0,-1,boundary,24068.0,stimuli/67.png,83.7,9.0,0.5109850584063679,0.4
119,4.157678469084203,new,0.0,stimuli/120.png,structured,29,0,new,24068.0,1,1,new,24068.0,,,,,0.5349491911024419
120,3.9366452349349856,old,1.0,stimuli/19.png,structured,30,1,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/19.png,373.3076923076923,7.0,0.18126080572032008,0.6923076923076923
121,1.1531827100552619,new,1.0,stimuli/81.png,structured,31,1,new,24068.0,0,-1,new,24068.0,,,,,0.5016343824783722
122,0.9513568175025284,new,0.0,stimuli/221.png,structured,32,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
123,0.6848531495779753,old,1.0,stimuli/295.png,structured,33,1,boundary,24068.0,1,1,boundary,24068.0,stimuli/295.png,442.625,0.0,0.2932688316795975,0.5
124,0.8510637204162776,new,1.0,stimuli/52.png,structured,34,1,new,24068.0,0,-1,new,24068.0,,,,,0.5016343824783722
125,0.37329047033563256,old,1.0,stimuli/135.png,structured,35,1,boundary,24068.0,1,1,boundary,24068.0,stimuli/135.png,388.1,5.0,0.30141969274263825,0.35
126,1.3121564192697406,new,0.0,stimuli/200.png,structured,36,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
127,0.3713242174126208,old,0.0,stimuli/23.png,structured,37,1,nonboundary,24068.0,0,-1,nonboundary,24068.0,stimuli/23.png,402.85714285714283,3.0,0.3400286758052451,0.6190476190476191
128,0.7045811824500561,old,1.0,stimuli/32.png,structured,38,1,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/32.png,360.5,8.0,0.71591752457122,0.5
129,0.6567623531445861,new,0.0,stimuli/275.png,structured,39,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
130,0.7500015092082322,old,0.0,stimuli/68.png,structured,40,1,nonboundary,24068.0,0,-1,nonboundary,24068.0,stimuli/68.png,400.7391304347826,2.0,0.20357843577537843,0.34782608695652173
131,1.281556943897158,old,0.0,stimuli/192.png,structured,41,1,boundary,24068.0,0,-1,boundary,24068.0,stimuli/192.png,367.27777777777777,4.0,0.28085160374434454,0.6111111111111112
132,0.5047299945726991,new,0.0,stimuli/54.png,structured,42,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
133,0.277111291885376,old,0.0,stimuli/95.png,structured,45,1,nonboundary,24068.0,0,-1,nonboundary,24068.0,stimuli/95.png,331.0,11.0,0.5452912423892745,0.2857142857142857
134,0.3826508494094014,old,1.0,stimuli/272.png,structured,46,1,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/272.png,317.4117647058824,13.0,0.557449844035813,0.35294117647058826
135,0.4719282197766006,old,0.0,stimuli/247.png,structured,47,1,nonboundary,24068.0,0,-1,nonboundary,24068.0,stimuli/247.png,381.55,6.0,0.19276676026638592,0.6
136,0.3344857976771891,old,1.0,stimuli/69.png,structured,48,1,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/69.png,408.4074074074074,1.0,0.4709124712066518,0.6666666666666666
137,0.3396942256949842,new,0.0,stimuli/74.png,structured,49,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
138,0.4525971203111112,new,0.0,stimuli/195.png,structured,50,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
139,0.2694832324050367,old,1.0,stimuli/67.png,structured,51,1,boundary,24068.0,1,1,boundary,24068.0,stimuli/67.png,358.6,9.0,0.2622011731378734,0.4
140,0.26205137465149164,new,1.0,stimuli/245.png,structured,52,1,new,24068.0,0,-1,new,24068.0,,,,,0.5016343824783722
141,0.3233185429126024,new,0.0,stimuli/160.png,structured,53,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
142,0.29610069701448083,new,1.0,stimuli/142.png,structured,55,1,new,24068.0,0,-1,new,24068.0,,,,,0.5016343824783722
143,0.3263814183883369,new,0.0,stimuli/265.png,structured,56,1,new,24068.0,1,1,new,24068.0,,,,,0.5016343824783722
144,0.2701980136334896,old,1.0,stimuli/294.png,structured,58,1,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/294.png,350.85714285714283,12.0,0.47306623881948845,0.42857142857142855
145,0.34974735137075186,old,1.0,stimuli/283.png,structured,59,1,boundary,24068.0,1,1,boundary,24068.0,stimuli/283.png,330.2142857142857,14.0,0.32025092384511866,0.7857142857142857
146,4.297651000786573,old,1.0,stimuli/294.png,structured,60,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/294.png,631.5,12.0,0.261192705045687,0.4375
147,0.9175610495731235,new,0.0,stimuli/173.png,structured,61,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
148,0.6154127800837159,old,1.0,stimuli/283.png,structured,62,2,boundary,24068.0,1,1,boundary,24068.0,stimuli/283.png,634.4,14.0,0.5830912131816148,0.36
149,0.9613039935939014,new,1.0,stimuli/218.png,structured,63,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
150,0.909833378624171,old,1.0,stimuli/68.png,structured,64,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/68.png,635.4137931034483,2.0,0.6187235477926403,0.4482758620689655
151,0.9749980377964675,new,1.0,stimuli/79.png,structured,65,2,new,24068.0,0,-1,new,24068.0,,,,,0.4726888020358785
152,0.6958881942555308,old,1.0,stimuli/69.png,structured,66,2,nonboundary,24068.0,1,1,nonboundary,24068.0,stimuli/69.png,641.6818181818181,1.0,0.6765563403129239,0.5454545454545454
153,0.6147985151037574,new,0.0,stimuli/276.png,structured,67,2,new,24068.0,1,1,new,24068.0,,,,,0.4726888020358785
